project_id,sector,implementing_agency,sanctioned_cost_cr,sanctioned_duration_months,start_date,elapsed_time_pct,fund_utilization_pct,physical_progress_pct,cost_overrun_pct,delay_months,risk_label,project_name
PRJ0377,Irrigation,CPWD,112.18,24,2021-07-14,63.9,53.0,43.1,21.1,6.5,Medium,CPWD Irrigation Phase 0377
PRJ0378,Roads & Highways,NTPC,86.62,18,2022-04-22,118.6,116.1,97.5,11.5,5.3,Medium,NTPC Roads & Highways Phase 0378
PRJ0379,Power,Indian Railways,59.19,36,2022-05-23,43.2,42.2,32.2,17.3,5.0,Medium,Indian Railways Power Phase 0379
PRJ0380,Urban Infrastructure,CPWD,102.48,36,2019-08-23,92.2,71.6,70.1,22.3,10.5,Medium,CPWD Urban Infrastructure Phase 0380
PRJ0381,Roads & Highways,NHAI,173.05,18,2020-02-25,32.6,30.5,31.7,20.0,0.6,Low,NHAI Roads & Highways Phase 0381
PRJ0382,Railways,Municipal Corporation,31.25,12,2023-07-27,53.5,41.1,28.9,26.9,4.9,High,Municipal Corporation Railways Phase 0382
PRJ0383,Roads & Highways,Municipal Corporation,16.3,36,2020-10-17,92.3,55.6,40.1,17.3,20.7,High,Municipal Corporation Roads & Highways Phase 0383
PRJ0384,Urban Infrastructure,Municipal Corporation,228.23,24,2019-10-22,54.4,39.5,31.3,13.1,7.4,Medium,Municipal Corporation Urban Infrastructure Phase 0384
PRJ0385,Railways,State PWD,81.41,36,2021-05-21,106.3,87.3,67.7,31.9,14.6,High,State PWD Railways Phase 0385
PRJ0386,Urban Infrastructure,State PWD,19.04,12,2020-04-27,69.7,53.2,49.9,23.2,1.5,Medium,State PWD Urban Infrastructure Phase 0386
PRJ0387,Irrigation,NTPC,12.82,48,2023-06-01,62.7,43.4,36.6,26.7,16.5,High,NTPC Irrigation Phase 0387
PRJ0388,Roads & Highways,Municipal Corporation,15.48,36,2023-01-23,73.7,48.8,46.8,22.0,8.0,Medium,Municipal Corporation Roads & Highways Phase 0388
PRJ0389,Irrigation,Municipal Corporation,145.8,48,2020-06-04,81.4,69.0,58.3,33.9,11.5,Medium,Municipal Corporation Irrigation Phase 0389
PRJ0390,Roads & Highways,CPWD,23.04,12,2021-02-12,60.7,39.5,29.1,19.1,7.4,High,CPWD Roads & Highways Phase 0390
PRJ0391,Urban Infrastructure,NHAI,19.15,36,2020-03-31,125.2,80.3,59.7,23.4,20.7,High,NHAI Urban Infrastructure Phase 0391
PRJ0392,Railways,NTPC,146.09,24,2021-12-21,105.1,87.2,74.2,33.2,7.8,High,NTPC Railways Phase 0392
PRJ0393,Irrigation,Indian Railways,17.2,36,2022-09-06,54.1,33.7,25.2,27.4,14.0,High,Indian Railways Irrigation Phase 0393
PRJ0394,Power,NTPC,78.1,36,2020-09-06,82.6,80.3,65.5,19.3,8.7,Medium,NTPC Power Phase 0394
PRJ0395,Roads & Highways,Indian Railways,50.99,36,2022-04-26,109.7,87.4,80.6,22.4,9.8,Medium,Indian Railways Roads & Highways Phase 0395
PRJ0396,Urban Infrastructure,State PWD,217.78,24,2021-10-12,85.0,53.4,39.0,17.5,12.1,High,State PWD Urban Infrastructure Phase 0396
PRJ0397,Railways,Municipal Corporation,63.21,60,2022-08-01,116.3,116.1,105.8,21.2,13.9,Medium,Municipal Corporation Railways Phase 0397
PRJ0398,Urban Infrastructure,Indian Railways,31.6,24,2020-04-01,113.2,71.6,73.3,16.6,8.8,Medium,Indian Railways Urban Infrastructure Phase 0398
PRJ0399,Urban Infrastructure,NHAI,113.52,18,2019-08-31,40.4,37.7,38.5,22.5,0.4,Medium,NHAI Urban Infrastructure Phase 0399
PRJ0400,Urban Infrastructure,NTPC,74.88,18,2023-05-24,31.5,23.0,20.5,20.9,3.2,Medium,NTPC Urban Infrastructure Phase 0400
PRJ0401,Railways,State PWD,33.78,12,2019-05-26,121.3,120.1,101.1,11.7,3.3,Medium,State PWD Railways Phase 0401
PRJ0402,Railways,State PWD,159.98,18,2020-12-25,104.0,90.8,73.5,30.5,5.2,Medium,State PWD Railways Phase 0402
PRJ0403,Power,State PWD,366.96,36,2022-09-18,126.0,100.8,96.3,33.3,10.6,High,State PWD Power Phase 0403
PRJ0404,Urban Infrastructure,NHAI,89.52,18,2021-03-08,97.9,92.0,70.7,18.3,3.7,Medium,NHAI Urban Infrastructure Phase 0404
PRJ0405,Power,State PWD,21.36,12,2019-07-09,94.4,77.2,60.4,24.4,6.2,High,State PWD Power Phase 0405
PRJ0406,Railways,NTPC,92.08,18,2020-12-19,95.8,82.5,62.2,28.4,7.7,High,NTPC Railways Phase 0406
PRJ0407,Urban Infrastructure,CPWD,165.96,18,2023-08-22,88.3,78.8,80.7,19.0,3.3,Medium,CPWD Urban Infrastructure Phase 0407
PRJ0408,Railways,NTPC,67.03,24,2021-09-17,116.9,85.0,76.8,34.7,9.9,High,NTPC Railways Phase 0408
PRJ0409,Irrigation,NTPC,54.53,12,2019-07-25,133.5,126.7,108.8,19.7,6.0,High,NTPC Irrigation Phase 0409
PRJ0410,Urban Infrastructure,Indian Railways,278.57,12,2023-01-04,133.5,114.7,118.6,18.9,0.5,Low,Indian Railways Urban Infrastructure Phase 0410
PRJ0411,Irrigation,Indian Railways,8.58,12,2020-12-06,47.9,42.8,33.1,14.8,2.9,Medium,Indian Railways Irrigation Phase 0411
PRJ0412,Railways,NHAI,25.81,12,2019-07-29,58.0,41.6,36.9,28.2,6.1,High,NHAI Railways Phase 0412
PRJ0413,Roads & Highways,Indian Railways,175.6,24,2022-01-10,87.6,63.7,55.1,20.5,5.4,Medium,Indian Railways Roads & Highways Phase 0413
PRJ0414,Power,Indian Railways,55.32,36,2023-01-31,116.2,82.6,85.0,26.1,9.0,Medium,Indian Railways Power Phase 0414
PRJ0415,Irrigation,CPWD,42.75,48,2023-09-07,32.4,32.2,23.5,29.3,7.9,Medium,CPWD Irrigation Phase 0415
PRJ0416,Irrigation,Indian Railways,138.2,36,2020-11-16,36.0,30.2,30.7,13.6,4.8,Medium,Indian Railways Irrigation Phase 0416
PRJ0417,Roads & Highways,Municipal Corporation,78.13,24,2022-12-10,91.0,84.7,78.0,18.9,4.5,Medium,Municipal Corporation Roads & Highways Phase 0417
PRJ0418,Power,CPWD,240.05,18,2021-01-17,31.6,25.0,17.7,25.4,4.5,Medium,CPWD Power Phase 0418
PRJ0419,Irrigation,Indian Railways,130.36,24,2020-11-03,98.8,59.8,44.8,29.6,11.8,High,Indian Railways Irrigation Phase 0419
PRJ0420,Power,CPWD,133.61,24,2023-03-19,134.8,128.5,102.1,25.3,6.7,Medium,CPWD Power Phase 0420
PRJ0421,Power,State PWD,57.58,24,2023-11-26,52.2,36.7,27.2,20.3,3.4,Medium,State PWD Power Phase 0421
PRJ0422,Railways,NTPC,241.45,24,2021-03-28,79.7,77.7,81.1,26.1,4.1,Medium,NTPC Railways Phase 0422
PRJ0423,Roads & Highways,Municipal Corporation,77.56,12,2020-11-18,91.0,57.4,40.3,22.9,7.3,High,Municipal Corporation Roads & Highways Phase 0423
PRJ0424,Power,NHAI,250.88,24,2019-02-13,66.9,44.9,33.0,29.1,9.8,High,NHAI Power Phase 0424
PRJ0425,Irrigation,State PWD,13.63,24,2019-07-22,66.5,60.7,51.8,22.5,7.7,Medium,State PWD Irrigation Phase 0425
PRJ0426,Power,NTPC,220.84,18,2022-05-22,135.8,121.1,105.6,33.8,7.4,High,NTPC Power Phase 0426
PRJ0427,Power,Indian Railways,28.07,36,2020-10-31,87.4,54.8,41.9,31.1,16.1,High,Indian Railways Power Phase 0427
PRJ0428,Irrigation,CPWD,536.7,24,2023-11-29,44.9,39.0,32.7,26.9,3.3,Medium,CPWD Irrigation Phase 0428
PRJ0429,Power,NTPC,7.28,24,2021-11-02,47.8,37.7,33.7,13.4,3.1,Medium,NTPC Power Phase 0429
PRJ0430,Power,NTPC,79.25,24,2022-11-05,92.0,64.8,61.2,31.2,8.9,High,NTPC Power Phase 0430
PRJ0431,Railways,State PWD,16.07,18,2021-01-24,95.9,77.3,61.9,26.7,7.2,High,State PWD Railways Phase 0431
PRJ0432,Roads & Highways,State PWD,42.49,36,2019-02-13,94.3,92.1,70.1,10.4,8.9,Medium,State PWD Roads & Highways Phase 0432
PRJ0433,Railways,NHAI,20.52,18,2022-03-01,60.3,48.1,35.7,22.9,3.2,Medium,NHAI Railways Phase 0433
PRJ0434,Irrigation,NTPC,134.29,48,2022-01-05,62.5,43.9,35.8,23.5,15.0,Medium,NTPC Irrigation Phase 0434
PRJ0435,Railways,Indian Railways,499.2,24,2019-05-02,121.5,81.5,77.7,32.1,12.6,High,Indian Railways Railways Phase 0435
PRJ0436,Railways,Municipal Corporation,155.02,12,2020-10-10,96.5,72.9,73.0,21.4,2.2,Medium,Municipal Corporation Railways Phase 0436
PRJ0437,Roads & Highways,NTPC,383.19,36,2022-12-24,127.5,118.1,83.4,29.1,13.4,High,NTPC Roads & Highways Phase 0437
PRJ0438,Roads & Highways,NTPC,114.65,12,2020-02-20,128.7,90.4,70.3,35.2,6.3,High,NTPC Roads & Highways Phase 0438
PRJ0439,Railways,Municipal Corporation,130.45,18,2021-01-09,53.1,52.6,48.7,25.6,2.6,Medium,Municipal Corporation Railways Phase 0439
PRJ0440,Power,State PWD,84.39,36,2022-05-29,136.2,103.2,76.9,37.5,22.2,High,State PWD Power Phase 0440
PRJ0441,Urban Infrastructure,Indian Railways,22.29,12,2020-01-07,64.5,55.1,46.2,21.9,2.6,Medium,Indian Railways Urban Infrastructure Phase 0441
PRJ0442,Roads & Highways,Municipal Corporation,42.66,36,2020-08-05,114.2,75.0,69.8,19.0,14.9,High,Municipal Corporation Roads & Highways Phase 0442
PRJ0443,Roads & Highways,NHAI,40.7,48,2019-05-29,96.0,76.2,67.9,18.1,12.4,Medium,NHAI Roads & Highways Phase 0443
PRJ0444,Railways,CPWD,144.16,36,2020-08-19,85.1,73.0,64.2,24.3,9.5,Medium,CPWD Railways Phase 0444
PRJ0445,Power,NTPC,47.38,36,2022-09-15,119.3,116.7,94.5,23.9,12.5,Medium,NTPC Power Phase 0445
PRJ0446,Urban Infrastructure,NTPC,142.53,48,2019-10-31,35.9,31.8,27.6,13.2,8.1,Medium,NTPC Urban Infrastructure Phase 0446
PRJ0447,Roads & Highways,NTPC,66.46,18,2022-07-20,86.2,72.6,62.5,21.4,5.0,Medium,NTPC Roads & Highways Phase 0447
PRJ0448,Urban Infrastructure,CPWD,82.73,24,2021-04-23,107.6,104.3,78.2,15.1,6.7,Medium,CPWD Urban Infrastructure Phase 0448
PRJ0449,Railways,Indian Railways,16.65,12,2020-09-21,124.9,86.6,81.7,23.1,7.1,High,Indian Railways Railways Phase 0449
PRJ0450,Railways,State PWD,79.53,12,2019-01-20,89.9,89.0,73.8,16.8,1.2,Medium,State PWD Railways Phase 0450
PRJ0451,Railways,Indian Railways,166.32,24,2021-07-02,45.2,44.9,35.4,23.0,5.2,Medium,Indian Railways Railways Phase 0451
PRJ0452,Irrigation,Municipal Corporation,29.43,24,2022-11-14,51.5,47.8,44.3,12.4,0.6,Low,Municipal Corporation Irrigation Phase 0452
PRJ0453,Railways,Indian Railways,68.21,36,2020-07-14,123.0,86.6,60.7,37.7,24.2,High,Indian Railways Railways Phase 0453
PRJ0454,Roads & Highways,State PWD,6.43,48,2019-07-09,90.9,73.2,58.5,19.0,16.2,Medium,State PWD Roads & Highways Phase 0454
PRJ0455,Power,CPWD,82.32,18,2022-06-24,63.8,44.5,32.3,27.7,7.7,High,CPWD Power Phase 0455
PRJ0456,Railways,NHAI,164.29,36,2023-07-11,41.9,29.0,27.9,28.7,6.4,Medium,NHAI Railways Phase 0456
PRJ0457,Railways,CPWD,25.5,36,2021-07-05,124.8,118.1,83.1,19.1,16.2,High,CPWD Railways Phase 0457
PRJ0458,Power,Indian Railways,285.61,60,2022-09-20,57.3,46.8,49.0,17.9,12.3,Medium,Indian Railways Power Phase 0458
PRJ0459,Power,Municipal Corporation,12.51,24,2019-04-21,54.6,40.7,34.8,21.0,6.7,Medium,Municipal Corporation Power Phase 0459
PRJ0460,Roads & Highways,CPWD,350.99,12,2020-06-19,62.8,45.7,34.6,20.1,3.8,Medium,CPWD Roads & Highways Phase 0460
PRJ0461,Power,NHAI,93.08,24,2019-05-21,135.1,94.4,94.5,24.7,10.7,High,NHAI Power Phase 0461
PRJ0462,Railways,Municipal Corporation,41.9,36,2023-08-10,130.0,120.6,120.0,18.1,6.1,Medium,Municipal Corporation Railways Phase 0462
PRJ0463,Railways,CPWD,572.59,36,2019-12-16,79.2,73.8,68.6,25.8,10.2,Medium,CPWD Railways Phase 0463
PRJ0464,Irrigation,Indian Railways,19.2,12,2020-11-10,75.5,46.5,37.0,24.1,4.9,High,Indian Railways Irrigation Phase 0464
PRJ0465,Irrigation,NTPC,35.17,60,2020-11-17,115.3,85.0,78.1,27.3,24.0,High,NTPC Irrigation Phase 0465
PRJ0466,Roads & Highways,NHAI,37.94,60,2023-05-17,98.8,91.2,66.1,10.7,17.4,Medium,NHAI Roads & Highways Phase 0466
PRJ0467,Railways,Indian Railways,213.03,24,2019-08-27,51.6,35.9,28.9,29.8,9.2,High,Indian Railways Railways Phase 0467
PRJ0468,Roads & Highways,CPWD,344.22,48,2020-01-03,81.6,75.1,57.3,27.4,10.4,Medium,CPWD Roads & Highways Phase 0468
PRJ0469,Railways,NHAI,89.64,24,2019-06-06,52.2,42.7,33.0,28.1,4.4,Medium,NHAI Railways Phase 0469
PRJ0470,Roads & Highways,Indian Railways,72.06,24,2020-03-17,119.4,88.0,65.0,32.4,14.2,High,Indian Railways Roads & Highways Phase 0470
PRJ0471,Railways,NTPC,37.71,18,2019-05-26,126.4,112.7,90.8,19.9,5.5,Medium,NTPC Railways Phase 0471
PRJ0472,Roads & Highways,State PWD,87.56,18,2023-09-10,111.2,93.3,94.0,6.4,3.2,Medium,State PWD Roads & Highways Phase 0472
PRJ0473,Power,Indian Railways,46.65,18,2023-09-27,78.9,62.8,51.7,26.7,6.0,High,Indian Railways Power Phase 0473
PRJ0474,Roads & Highways,Municipal Corporation,139.01,48,2020-09-07,77.7,73.0,60.4,22.1,10.4,Medium,Municipal Corporation Roads & Highways Phase 0474
PRJ0475,Irrigation,CPWD,29.61,24,2022-04-27,79.5,71.6,59.0,21.1,4.9,Medium,CPWD Irrigation Phase 0475
PRJ0476,Roads & Highways,CPWD,93.38,24,2020-01-03,62.1,55.9,48.5,8.8,0.1,Low,CPWD Roads & Highways Phase 0476
PRJ0477,Urban Infrastructure,Indian Railways,420.34,18,2021-03-15,43.6,29.7,20.8,25.2,5.7,Medium,Indian Railways Urban Infrastructure Phase 0477
PRJ0478,Urban Infrastructure,Indian Railways,14.79,18,2022-08-03,96.0,85.7,83.1,13.8,3.7,Medium,Indian Railways Urban Infrastructure Phase 0478
PRJ0479,Railways,Municipal Corporation,29.12,48,2019-08-03,66.1,61.2,55.6,22.2,9.2,Medium,Municipal Corporation Railways Phase 0479
PRJ0480,Power,CPWD,3.94,18,2023-03-13,39.3,29.2,27.4,22.0,2.8,Medium,CPWD Power Phase 0480
PRJ0481,Irrigation,State PWD,603.36,18,2020-01-17,34.6,25.2,22.6,33.9,4.4,Medium,State PWD Irrigation Phase 0481
PRJ0482,Power,CPWD,143.78,18,2022-06-07,51.2,32.6,28.9,26.4,5.9,Medium,CPWD Power Phase 0482
PRJ0483,Roads & Highways,Municipal Corporation,170.1,48,2021-11-14,43.7,28.3,27.0,20.6,8.3,Medium,Municipal Corporation Roads & Highways Phase 0483
PRJ0484,Power,NHAI,18.01,36,2021-05-31,88.2,64.7,57.0,25.9,11.9,Medium,NHAI Power Phase 0484
PRJ0485,Urban Infrastructure,State PWD,63.8,48,2022-09-11,118.6,77.6,56.2,14.7,26.9,High,State PWD Urban Infrastructure Phase 0485
PRJ0486,Roads & Highways,NHAI,140.86,36,2023-02-14,124.9,90.7,90.6,16.4,12.2,Medium,NHAI Roads & Highways Phase 0486
PRJ0487,Power,Indian Railways,14.85,18,2020-05-21,80.3,63.5,61.8,26.2,4.1,Medium,Indian Railways Power Phase 0487
PRJ0488,Urban Infrastructure,Indian Railways,325.35,18,2021-06-27,114.6,71.6,64.6,34.9,8.1,High,Indian Railways Urban Infrastructure Phase 0488
PRJ0489,Railways,NHAI,311.6,48,2020-09-15,101.9,75.4,69.1,25.2,18.2,High,NHAI Railways Phase 0489
PRJ0490,Urban Infrastructure,NHAI,85.98,60,2023-10-13,125.2,105.2,99.4,22.5,14.4,Medium,NHAI Urban Infrastructure Phase 0490
PRJ0491,Irrigation,CPWD,324.76,18,2020-07-26,131.7,82.0,71.3,37.0,11.0,High,CPWD Irrigation Phase 0491
PRJ0492,Irrigation,NTPC,126.78,18,2023-03-14,91.5,73.8,54.2,34.7,4.9,High,NTPC Irrigation Phase 0492
PRJ0493,Railways,State PWD,176.51,18,2019-03-05,112.1,103.2,78.0,28.4,5.1,Medium,State PWD Railways Phase 0493
PRJ0494,Urban Infrastructure,State PWD,65.55,18,2020-07-23,122.9,97.2,90.8,11.3,4.7,Medium,State PWD Urban Infrastructure Phase 0494
PRJ0495,Urban Infrastructure,State PWD,14.03,36,2023-08-27,139.5,108.8,85.8,21.0,19.7,High,State PWD Urban Infrastructure Phase 0495
PRJ0496,Irrigation,NTPC,44.18,18,2022-10-16,76.8,63.5,44.9,24.6,5.9,Medium,NTPC Irrigation Phase 0496
PRJ0497,Irrigation,NHAI,59.6,60,2020-11-29,121.3,79.2,81.4,22.9,24.2,High,NHAI Irrigation Phase 0497
PRJ0498,Railways,CPWD,260.49,18,2020-08-20,107.1,97.0,99.5,28.1,2.5,Medium,CPWD Railways Phase 0498
PRJ0499,Irrigation,State PWD,10.48,18,2023-11-05,100.7,89.3,93.1,14.2,4.9,Medium,State PWD Irrigation Phase 0499
PRJ0500,Power,NHAI,31.74,48,2019-11-22,134.2,92.3,75.1,27.5,29.9,High,NHAI Power Phase 0500
PRJ0501,Roads & Highways,State PWD,22.46,60,2020-02-19,61.8,46.2,43.1,8.1,12.7,Medium,State PWD Roads & Highways Phase 0501
PRJ0502,Railways,NHAI,174.48,18,2022-12-03,38.5,27.5,24.9,25.5,4.1,Medium,NHAI Railways Phase 0502
PRJ0503,Power,NTPC,145.54,36,2021-11-13,117.8,111.4,95.8,23.4,6.6,Medium,NTPC Power Phase 0503
PRJ0504,Urban Infrastructure,NTPC,30.99,36,2019-05-30,124.9,99.0,71.7,12.9,19.8,High,NTPC Urban Infrastructure Phase 0504
PRJ0505,Urban Infrastructure,Indian Railways,69.78,12,2023-10-16,86.4,61.9,53.5,25.9,3.3,Medium,Indian Railways Urban Infrastructure Phase 0505
PRJ0506,Railways,CPWD,130.74,12,2020-06-20,115.8,91.3,71.2,29.3,4.3,High,CPWD Railways Phase 0506
PRJ0507,Railways,Indian Railways,12.65,48,2021-04-08,108.1,107.4,77.0,25.7,18.4,High,Indian Railways Railways Phase 0507
PRJ0508,Irrigation,CPWD,31.18,12,2019-02-09,115.2,75.3,65.0,22.6,9.1,High,CPWD Irrigation Phase 0508
PRJ0509,Power,Municipal Corporation,18.8,36,2021-10-20,117.1,116.5,91.8,22.5,12.4,Medium,Municipal Corporation Power Phase 0509
PRJ0510,Railways,NTPC,55.88,36,2023-07-27,135.8,109.1,93.7,30.9,15.0,High,NTPC Railways Phase 0510
PRJ0511,Roads & Highways,State PWD,100.42,24,2023-01-17,73.1,57.0,54.4,19.0,4.1,Medium,State PWD Roads & Highways Phase 0511
PRJ0512,Urban Infrastructure,Municipal Corporation,44.69,12,2023-04-15,81.9,72.5,60.7,12.2,1.0,Low,Municipal Corporation Urban Infrastructure Phase 0512
PRJ0513,Roads & Highways,NHAI,104.38,36,2021-10-23,97.1,94.9,92.6,12.1,3.4,Low,NHAI Roads & Highways Phase 0513
PRJ0514,Urban Infrastructure,NTPC,33.98,36,2023-11-27,61.6,50.2,44.5,9.1,6.9,Medium,NTPC Urban Infrastructure Phase 0514
PRJ0515,Roads & Highways,State PWD,50.2,12,2020-06-15,40.0,34.7,25.9,11.8,2.5,Medium,State PWD Roads & Highways Phase 0515
PRJ0516,Roads & Highways,NHAI,79.82,18,2021-02-16,116.0,92.1,90.0,6.9,6.1,Medium,NHAI Roads & Highways Phase 0516
PRJ0517,Urban Infrastructure,Municipal Corporation,23.68,24,2020-04-14,31.0,26.6,23.4,8.8,3.9,Medium,Municipal Corporation Urban Infrastructure Phase 0517
PRJ0518,Power,Municipal Corporation,51.25,48,2019-09-09,92.6,87.7,79.3,15.2,12.3,Medium,Municipal Corporation Power Phase 0518
PRJ0519,Railways,Municipal Corporation,4.54,48,2020-03-15,136.3,130.0,102.3,22.1,20.3,High,Municipal Corporation Railways Phase 0519
PRJ0520,Urban Infrastructure,NHAI,39.61,48,2019-10-17,49.0,34.7,25.7,14.8,12.0,Medium,NHAI Urban Infrastructure Phase 0520
PRJ0521,Roads & Highways,NHAI,59.54,12,2022-10-06,86.5,78.9,69.7,14.2,4.1,Medium,NHAI Roads & Highways Phase 0521
PRJ0522,Roads & Highways,NTPC,104.72,36,2019-06-09,104.5,65.4,59.4,17.2,16.0,High,NTPC Roads & Highways Phase 0522
PRJ0523,Urban Infrastructure,CPWD,37.87,18,2023-08-16,104.5,67.7,49.0,31.0,7.0,High,CPWD Urban Infrastructure Phase 0523
PRJ0524,Irrigation,Indian Railways,49.49,12,2020-06-05,56.3,38.6,32.5,18.0,4.7,Medium,Indian Railways Irrigation Phase 0524
PRJ0525,Power,State PWD,75.42,60,2022-12-11,56.6,35.5,28.8,23.1,19.7,Medium,State PWD Power Phase 0525
PRJ0526,Irrigation,Municipal Corporation,8.0,36,2019-01-23,100.9,67.9,53.1,24.6,18.9,High,Municipal Corporation Irrigation Phase 0526
PRJ0527,Urban Infrastructure,NTPC,45.54,12,2023-04-01,119.8,119.0,120.0,16.3,1.1,Medium,NTPC Urban Infrastructure Phase 0527
PRJ0528,Irrigation,Indian Railways,19.79,18,2022-09-15,92.5,65.7,56.9,29.6,4.4,Medium,Indian Railways Irrigation Phase 0528
PRJ0529,Irrigation,Indian Railways,78.0,12,2020-02-24,84.1,60.9,46.5,38.4,1.9,Medium,Indian Railways Irrigation Phase 0529
PRJ0530,Railways,NHAI,57.53,24,2020-06-20,80.1,53.3,43.0,21.0,11.5,High,NHAI Railways Phase 0530
PRJ0531,Urban Infrastructure,NHAI,30.42,24,2022-10-08,59.2,54.6,43.1,14.3,4.8,Medium,NHAI Urban Infrastructure Phase 0531
PRJ0532,Railways,Indian Railways,186.38,24,2023-12-04,54.2,34.8,31.5,42.9,5.2,High,Indian Railways Railways Phase 0532
PRJ0533,Irrigation,NHAI,86.37,24,2019-08-21,111.7,95.7,77.6,25.1,7.3,Medium,NHAI Irrigation Phase 0533
PRJ0534,Railways,State PWD,100.97,12,2020-11-27,120.3,118.9,102.1,38.4,3.7,High,State PWD Railways Phase 0534
PRJ0535,Irrigation,CPWD,11.74,60,2020-04-19,60.7,59.0,41.8,27.1,17.4,Medium,CPWD Irrigation Phase 0535
PRJ0536,Irrigation,CPWD,154.02,60,2019-04-28,120.4,103.4,95.8,27.0,17.2,Medium,CPWD Irrigation Phase 0536
PRJ0537,Roads & Highways,NHAI,97.25,18,2019-06-24,37.1,31.0,30.7,19.0,1.8,Medium,NHAI Roads & Highways Phase 0537
PRJ0538,Irrigation,Indian Railways,191.25,18,2020-12-17,132.5,97.4,99.3,31.0,7.9,High,Indian Railways Irrigation Phase 0538
PRJ0539,Railways,CPWD,37.59,18,2022-04-15,41.3,25.0,18.7,23.7,5.5,Medium,CPWD Railways Phase 0539
PRJ0540,Railways,CPWD,82.1,36,2021-06-20,93.0,60.9,62.6,23.6,10.3,Medium,CPWD Railways Phase 0540
PRJ0541,Irrigation,NTPC,42.26,36,2021-07-14,96.6,82.4,72.9,23.1,13.5,High,NTPC Irrigation Phase 0541
PRJ0542,Railways,State PWD,128.93,36,2023-04-15,50.8,38.7,39.9,18.5,7.3,Medium,State PWD Railways Phase 0542
PRJ0543,Urban Infrastructure,CPWD,7.7,60,2023-10-06,78.5,55.3,54.9,17.8,17.0,Medium,CPWD Urban Infrastructure Phase 0543
PRJ0544,Railways,Indian Railways,189.58,24,2019-08-15,44.3,38.5,38.6,23.8,4.7,Medium,Indian Railways Railways Phase 0544
PRJ0545,Urban Infrastructure,NHAI,425.79,36,2022-06-19,121.8,75.8,72.9,37.0,15.9,High,NHAI Urban Infrastructure Phase 0545
PRJ0546,Roads & Highways,NHAI,125.49,18,2023-09-21,33.7,28.0,21.2,9.4,3.6,Medium,NHAI Roads & Highways Phase 0546
PRJ0547,Urban Infrastructure,State PWD,86.73,24,2023-06-30,46.1,39.6,30.9,12.6,5.3,Medium,State PWD Urban Infrastructure Phase 0547
PRJ0548,Power,NHAI,20.67,36,2020-07-11,79.3,60.4,63.1,14.3,6.9,Medium,NHAI Power Phase 0548
PRJ0549,Railways,Indian Railways,9.56,60,2020-04-23,128.5,82.4,76.7,33.2,32.4,High,Indian Railways Railways Phase 0549
PRJ0550,Urban Infrastructure,Municipal Corporation,93.5,24,2021-04-24,37.8,35.1,28.7,16.8,7.5,Medium,Municipal Corporation Urban Infrastructure Phase 0550
PRJ0551,Power,NHAI,44.77,24,2022-08-13,122.4,100.1,73.1,23.6,11.0,High,NHAI Power Phase 0551
PRJ0552,Roads & Highways,Indian Railways,31.7,24,2022-05-03,105.1,89.5,71.0,16.9,7.1,Medium,Indian Railways Roads & Highways Phase 0552
PRJ0553,Urban Infrastructure,NTPC,94.72,36,2023-10-30,138.4,121.1,95.1,18.3,14.7,Medium,NTPC Urban Infrastructure Phase 0553
PRJ0554,Power,NTPC,63.56,60,2020-11-20,99.4,76.7,65.5,30.1,21.4,High,NTPC Power Phase 0554
PRJ0555,Railways,Indian Railways,110.04,24,2023-04-26,59.9,36.0,27.3,21.7,7.3,Medium,Indian Railways Railways Phase 0555
PRJ0556,Railways,State PWD,16.46,36,2020-06-23,80.4,51.3,52.0,24.6,13.0,High,State PWD Railways Phase 0556
PRJ0557,Irrigation,Indian Railways,41.73,48,2023-12-04,53.3,37.6,35.0,23.6,14.5,Medium,Indian Railways Irrigation Phase 0557
PRJ0558,Irrigation,State PWD,55.45,60,2019-10-22,62.9,40.3,32.0,22.6,23.3,High,State PWD Irrigation Phase 0558
PRJ0559,Roads & Highways,Indian Railways,10.95,24,2022-06-30,129.7,84.9,61.1,16.3,16.4,High,Indian Railways Roads & Highways Phase 0559
PRJ0560,Railways,Indian Railways,143.23,18,2021-05-19,37.0,31.2,32.6,28.4,1.8,Medium,Indian Railways Railways Phase 0560
PRJ0561,Power,State PWD,60.81,48,2020-09-12,72.9,69.8,68.7,15.6,5.2,Medium,State PWD Power Phase 0561
PRJ0562,Railways,Indian Railways,136.99,18,2022-02-02,33.2,28.4,22.7,13.3,2.8,Medium,Indian Railways Railways Phase 0562
PRJ0563,Irrigation,Municipal Corporation,146.14,60,2019-12-13,108.9,94.3,77.3,28.2,22.1,High,Municipal Corporation Irrigation Phase 0563
PRJ0564,Power,CPWD,96.63,24,2019-12-26,112.6,101.1,76.0,24.3,10.4,High,CPWD Power Phase 0564
PRJ0565,Railways,Municipal Corporation,22.67,12,2021-11-06,95.7,85.7,60.9,17.3,3.9,Medium,Municipal Corporation Railways Phase 0565
PRJ0566,Railways,Indian Railways,58.34,12,2023-06-30,107.2,86.1,73.6,25.6,3.7,Medium,Indian Railways Railways Phase 0566
PRJ0567,Railways,CPWD,130.8,12,2020-01-27,57.5,53.7,46.3,30.8,3.7,High,CPWD Railways Phase 0567
PRJ0568,Power,Indian Railways,53.26,60,2021-04-05,50.0,36.0,25.9,27.9,17.7,Medium,Indian Railways Power Phase 0568
