project_id,sector,implementing_agency,sanctioned_cost_cr,sanctioned_duration_months,start_date,elapsed_time_pct,fund_utilization_pct,physical_progress_pct,cost_overrun_pct,delay_months,risk_label
PRJ0497,Irrigation,NHAI,59.6,60,2020-11-29,1.213,0.792,0.814,0.229,24.2,High
PRJ0498,Railways,CPWD,260.49,18,2020-08-20,1.071,0.97,0.995,0.281,2.5,Medium
PRJ0499,Irrigation,State PWD,10.48,18,2023-11-05,1.007,0.893,0.931,0.142,4.9,Medium
PRJ0500,Power,NHAI,31.74,48,2019-11-22,1.342,0.923,0.751,0.275,29.9,High
PRJ0501,Roads & Highways,State PWD,22.46,60,2020-02-19,0.618,0.462,0.431,0.081,12.7,Medium
PRJ0502,Railways,NHAI,174.48,18,2022-12-03,0.385,0.275,0.249,0.255,4.1,Medium
PRJ0503,Power,NTPC,145.54,36,2021-11-13,1.178,1.114,0.958,0.234,6.6,Medium
PRJ0504,Urban Infrastructure,NTPC,30.99,36,2019-05-30,1.249,0.99,0.717,0.129,19.8,High
PRJ0505,Urban Infrastructure,Indian Railways,69.78,12,2023-10-16,0.864,0.619,0.535,0.259,3.3,Medium
PRJ0506,Railways,CPWD,130.74,12,2020-06-20,1.158,0.913,0.712,0.293,4.3,High
PRJ0507,Railways,Indian Railways,12.65,48,2021-04-08,1.081,1.074,0.77,0.257,18.4,High
PRJ0508,Irrigation,CPWD,31.18,12,2019-02-09,1.152,0.753,0.65,0.226,9.1,High
PRJ0509,Power,Municipal Corporation,18.8,36,2021-10-20,1.171,1.165,0.918,0.225,12.4,Medium
PRJ0510,Railways,NTPC,55.88,36,2023-07-27,1.358,1.091,0.937,0.309,15.0,High
PRJ0511,Roads & Highways,State PWD,100.42,24,2023-01-17,0.731,0.57,0.544,0.19,4.1,Medium
PRJ0512,Urban Infrastructure,Municipal Corporation,44.69,12,2023-04-15,0.819,0.725,0.607,0.122,1.0,Low
PRJ0513,Roads & Highways,NHAI,104.38,36,2021-10-23,0.971,0.949,0.926,0.121,3.4,Low
PRJ0514,Urban Infrastructure,NTPC,33.98,36,2023-11-27,0.616,0.502,0.445,0.091,6.9,Medium
PRJ0515,Roads & Highways,State PWD,50.2,12,2020-06-15,0.4,0.347,0.259,0.118,2.5,Medium
PRJ0516,Roads & Highways,NHAI,79.82,18,2021-02-16,1.16,0.921,0.9,0.069,6.1,Medium
PRJ0517,Urban Infrastructure,Municipal Corporation,23.68,24,2020-04-14,0.31,0.266,0.234,0.088,3.9,Medium
PRJ0518,Power,Municipal Corporation,51.25,48,2019-09-09,0.926,0.877,0.793,0.152,12.3,Medium
PRJ0519,Railways,Municipal Corporation,4.54,48,2020-03-15,1.363,1.3,1.023,0.221,20.3,High
PRJ0520,Urban Infrastructure,NHAI,39.61,48,2019-10-17,0.49,0.347,0.257,0.148,12.0,Medium
PRJ0521,Roads & Highways,NHAI,59.54,12,2022-10-06,0.865,0.789,0.697,0.142,4.1,Medium
PRJ0522,Roads & Highways,NTPC,104.72,36,2019-06-09,1.045,0.654,0.594,0.172,16.0,High
PRJ0523,Urban Infrastructure,CPWD,37.87,18,2023-08-16,1.045,0.677,0.49,0.31,7.0,High
PRJ0524,Irrigation,Indian Railways,49.49,12,2020-06-05,0.563,0.386,0.325,0.18,4.7,Medium
PRJ0525,Power,State PWD,75.42,60,2022-12-11,0.566,0.355,0.288,0.231,19.7,Medium
PRJ0526,Irrigation,Municipal Corporation,8.0,36,2019-01-23,1.009,0.679,0.531,0.246,18.9,High
PRJ0527,Urban Infrastructure,NTPC,45.54,12,2023-04-01,1.198,1.19,1.2,0.163,1.1,Medium
PRJ0528,Irrigation,Indian Railways,19.79,18,2022-09-15,0.925,0.657,0.569,0.296,4.4,Medium
PRJ0529,Irrigation,Indian Railways,78.0,12,2020-02-24,0.841,0.609,0.465,0.384,1.9,Medium
PRJ0530,Railways,NHAI,57.53,24,2020-06-20,0.801,0.533,0.43,0.21,11.5,High
PRJ0531,Urban Infrastructure,NHAI,30.42,24,2022-10-08,0.592,0.546,0.431,0.143,4.8,Medium
PRJ0532,Railways,Indian Railways,186.38,24,2023-12-04,0.542,0.348,0.315,0.429,5.2,High
PRJ0533,Irrigation,NHAI,86.37,24,2019-08-21,1.117,0.957,0.776,0.251,7.3,Medium
PRJ0534,Railways,State PWD,100.97,12,2020-11-27,1.203,1.189,1.021,0.384,3.7,High
PRJ0535,Irrigation,CPWD,11.74,60,2020-04-19,0.607,0.59,0.418,0.271,17.4,Medium
PRJ0536,Irrigation,CPWD,154.02,60,2019-04-28,1.204,1.034,0.958,0.27,17.2,Medium
PRJ0537,Roads & Highways,NHAI,97.25,18,2019-06-24,0.371,0.31,0.307,0.19,1.8,Medium
PRJ0538,Irrigation,Indian Railways,191.25,18,2020-12-17,1.325,0.974,0.993,0.31,7.9,High
PRJ0539,Railways,CPWD,37.59,18,2022-04-15,0.413,0.25,0.187,0.237,5.5,Medium
PRJ0540,Railways,CPWD,82.1,36,2021-06-20,0.93,0.609,0.626,0.236,10.3,Medium
PRJ0541,Irrigation,NTPC,42.26,36,2021-07-14,0.966,0.824,0.729,0.231,13.5,High
PRJ0542,Railways,State PWD,128.93,36,2023-04-15,0.508,0.387,0.399,0.185,7.3,Medium
PRJ0543,Urban Infrastructure,CPWD,7.7,60,2023-10-06,0.785,0.553,0.549,0.178,17.0,Medium
PRJ0544,Railways,Indian Railways,189.58,24,2019-08-15,0.443,0.385,0.386,0.238,4.7,Medium
PRJ0545,Urban Infrastructure,NHAI,425.79,36,2022-06-19,1.218,0.758,0.729,0.37,15.9,High
PRJ0546,Roads & Highways,NHAI,125.49,18,2023-09-21,0.337,0.28,0.212,0.094,3.6,Medium
PRJ0547,Urban Infrastructure,State PWD,86.73,24,2023-06-30,0.461,0.396,0.309,0.126,5.3,Medium
PRJ0548,Power,NHAI,20.67,36,2020-07-11,0.793,0.604,0.631,0.143,6.9,Medium
PRJ0549,Railways,Indian Railways,9.56,60,2020-04-23,1.285,0.824,0.767,0.332,32.4,High
PRJ0550,Urban Infrastructure,Municipal Corporation,93.5,24,2021-04-24,0.378,0.351,0.287,0.168,7.5,Medium
PRJ0551,Power,NHAI,44.77,24,2022-08-13,1.224,1.001,0.731,0.236,11.0,High
PRJ0552,Roads & Highways,Indian Railways,31.7,24,2022-05-03,1.051,0.895,0.71,0.169,7.1,Medium
PRJ0553,Urban Infrastructure,NTPC,94.72,36,2023-10-30,1.384,1.211,0.951,0.183,14.7,Medium
PRJ0554,Power,NTPC,63.56,60,2020-11-20,0.994,0.767,0.655,0.301,21.4,High
PRJ0555,Railways,Indian Railways,110.04,24,2023-04-26,0.599,0.36,0.273,0.217,7.3,Medium
PRJ0556,Railways,State PWD,16.46,36,2020-06-23,0.804,0.513,0.52,0.246,13.0,High
PRJ0557,Irrigation,Indian Railways,41.73,48,2023-12-04,0.533,0.376,0.35,0.236,14.5,Medium
PRJ0558,Irrigation,State PWD,55.45,60,2019-10-22,0.629,0.403,0.32,0.226,23.3,High
PRJ0559,Roads & Highways,Indian Railways,10.95,24,2022-06-30,1.297,0.849,0.611,0.163,16.4,High
PRJ0560,Railways,Indian Railways,143.23,18,2021-05-19,0.37,0.312,0.326,0.284,1.8,Medium
PRJ0561,Power,State PWD,60.81,48,2020-09-12,0.729,0.698,0.687,0.156,5.2,Medium
PRJ0562,Railways,Indian Railways,136.99,18,2022-02-02,0.332,0.284,0.227,0.133,2.8,Medium
PRJ0563,Irrigation,Municipal Corporation,146.14,60,2019-12-13,1.089,0.943,0.773,0.282,22.1,High
PRJ0564,Power,CPWD,96.63,24,2019-12-26,1.126,1.011,0.76,0.243,10.4,High
PRJ0565,Railways,Municipal Corporation,22.67,12,2021-11-06,0.957,0.857,0.609,0.173,3.9,Medium
PRJ0566,Railways,Indian Railways,58.34,12,2023-06-30,1.072,0.861,0.736,0.256,3.7,Medium
PRJ0567,Railways,CPWD,130.8,12,2020-01-27,0.575,0.537,0.463,0.308,3.7,High
PRJ0568,Power,Indian Railways,53.26,60,2021-04-05,0.5,0.36,0.259,0.279,17.7,Medium
PRJ0569,Railways,NTPC,38.25,48,2020-10-07,0.994,0.881,0.749,0.245,16.2,Medium
PRJ0570,Urban Infrastructure,State PWD,53.4,48,2019-05-22,0.664,0.464,0.486,0.229,9.2,Medium
PRJ0571,Railways,CPWD,84.57,12,2020-01-08,1.318,0.983,0.724,0.396,5.6,High
PRJ0572,Railways,CPWD,176.26,48,2021-01-04,1.378,1.185,1.138,0.315,15.7,High
PRJ0573,Irrigation,NHAI,58.57,12,2019-05-26,1.04,0.91,0.746,0.188,5.1,High
PRJ0574,Railways,CPWD,29.89,48,2023-03-11,0.618,0.606,0.435,0.238,11.3,Medium
PRJ0575,Roads & Highways,CPWD,70.28,24,2021-06-23,0.584,0.514,0.362,0.147,5.8,Medium
PRJ0576,Railways,State PWD,29.68,60,2023-06-14,1.085,1.006,0.939,0.239,13.8,Medium
PRJ0577,Railways,CPWD,160.92,24,2023-03-28,0.534,0.451,0.329,0.236,8.9,High
PRJ0578,Railways,CPWD,116.15,18,2019-02-26,0.431,0.366,0.376,0.25,1.8,Medium
PRJ0579,Roads & Highways,Indian Railways,167.66,18,2020-06-18,0.301,0.296,0.303,0.141,0.8,Low
PRJ0580,Urban Infrastructure,NHAI,59.64,12,2019-01-29,0.978,0.962,0.978,0.082,1.3,Low
PRJ0581,Irrigation,CPWD,184.62,48,2020-11-24,0.76,0.469,0.376,0.255,18.6,High
PRJ0582,Irrigation,State PWD,47.41,12,2021-06-30,1.196,1.166,1.025,0.215,3.9,Medium
PRJ0583,Urban Infrastructure,CPWD,53.16,24,2021-06-01,1.231,1.149,0.966,0.237,6.6,Medium
PRJ0584,Roads & Highways,NTPC,5.46,18,2022-11-30,0.835,0.613,0.452,0.133,5.7,Medium
PRJ0585,Irrigation,CPWD,93.21,24,2020-10-03,0.792,0.781,0.65,0.117,4.1,Medium
PRJ0586,Power,Municipal Corporation,22.37,36,2019-05-18,1.03,0.716,0.624,0.306,14.0,High
PRJ0587,Irrigation,CPWD,64.94,24,2023-01-12,1.052,0.708,0.699,0.301,7.5,High
PRJ0588,Irrigation,Indian Railways,39.3,18,2021-07-23,0.558,0.362,0.269,0.319,7.0,High
PRJ0589,Power,Municipal Corporation,8.34,36,2022-04-01,1.388,0.98,0.916,0.286,18.2,High
PRJ0590,Urban Infrastructure,CPWD,107.95,18,2019-09-30,0.613,0.46,0.444,0.124,3.8,Medium
PRJ0591,Railways,Municipal Corporation,43.89,60,2022-02-21,1.182,0.93,0.768,0.248,26.6,High
PRJ0592,Railways,CPWD,92.51,24,2022-01-30,1.341,1.115,0.992,0.329,11.2,High
PRJ0593,Power,CPWD,134.04,12,2022-08-06,1.278,0.798,0.684,0.324,7.4,High
PRJ0594,Irrigation,Indian Railways,11.93,18,2021-04-07,0.607,0.454,0.343,0.238,7.3,High
PRJ0595,Railways,Indian Railways,58.48,24,2019-07-18,0.728,0.507,0.358,0.374,9.1,High
PRJ0596,Power,Indian Railways,41.74,12,2019-07-01,0.519,0.519,0.364,0.149,3.3,Medium
PRJ0597,Railways,Municipal Corporation,57.91,18,2022-10-13,1.319,1.047,0.848,0.358,10.0,High
PRJ0598,Irrigation,State PWD,172.49,24,2020-09-23,1.15,1.06,0.799,0.214,7.3,Medium
PRJ0599,Roads & Highways,State PWD,110.94,18,2020-10-22,0.416,0.354,0.263,0.187,5.2,Medium
PRJ0600,Urban Infrastructure,State PWD,7.05,24,2019-11-11,0.717,0.672,0.622,0.17,4.1,Medium
PRJ0601,Irrigation,CPWD,121.16,24,2021-01-17,0.486,0.328,0.231,0.204,7.8,Medium
PRJ0602,Power,Indian Railways,21.0,24,2021-09-16,0.982,0.849,0.843,0.17,4.8,Medium
PRJ0603,Power,State PWD,83.77,12,2020-06-29,1.002,0.742,0.76,0.227,3.7,Medium
PRJ0604,Railways,Municipal Corporation,24.51,36,2020-04-05,0.701,0.657,0.505,0.246,12.1,Medium
PRJ0605,Power,NHAI,19.91,24,2023-04-11,0.775,0.765,0.657,0.217,4.3,Medium
PRJ0606,Irrigation,CPWD,17.59,48,2023-05-06,0.685,0.434,0.414,0.283,14.8,Medium
PRJ0607,Power,NTPC,29.68,24,2020-11-08,0.704,0.571,0.561,0.257,5.9,Medium
PRJ0608,Urban Infrastructure,CPWD,4.75,18,2020-05-14,1.327,1.18,1.064,0.155,5.1,Medium
PRJ0609,Power,NHAI,26.92,24,2021-03-07,1.036,0.752,0.706,0.227,8.3,Medium
PRJ0610,Roads & Highways,NTPC,94.87,24,2020-04-26,0.764,0.487,0.362,0.273,8.3,High
PRJ0611,Irrigation,CPWD,24.49,36,2022-02-17,1.186,1.103,1.108,0.2,8.8,Medium
PRJ0612,Railways,State PWD,24.46,60,2019-11-12,0.311,0.205,0.199,0.116,10.0,Medium
PRJ0613,Roads & Highways,NHAI,42.09,18,2023-03-08,1.297,1.059,0.974,0.195,6.8,Medium
PRJ0614,Roads & Highways,Municipal Corporation,27.09,60,2022-01-12,0.512,0.431,0.404,0.202,8.9,Medium
PRJ0615,Irrigation,State PWD,119.98,12,2020-03-19,0.806,0.686,0.614,0.352,1.9,Medium
PRJ0616,Railways,CPWD,157.42,12,2021-01-14,1.125,0.987,1.033,0.234,0.0,Low
PRJ0617,Urban Infrastructure,Indian Railways,366.91,36,2021-11-15,1.356,1.172,1.035,0.148,11.7,Medium
PRJ0618,Irrigation,NHAI,37.02,36,2020-01-10,0.526,0.355,0.264,0.268,11.0,Medium
PRJ0619,Roads & Highways,Indian Railways,26.61,48,2019-09-05,0.67,0.559,0.412,0.192,11.5,Medium
PRJ0620,Roads & Highways,CPWD,274.56,24,2022-07-22,1.335,1.272,1.12,0.206,7.7,Medium
PRJ0621,Irrigation,NHAI,169.63,18,2022-03-28,0.518,0.341,0.358,0.284,2.7,Medium
PRJ0622,Power,CPWD,472.99,36,2019-03-31,0.404,0.248,0.217,0.259,9.4,Medium
PRJ0623,Irrigation,NTPC,122.91,60,2022-05-28,1.272,1.245,1.084,0.178,16.9,Medium
PRJ0624,Power,NTPC,90.05,18,2023-08-31,1.099,0.756,0.648,0.292,10.5,High
PRJ0625,Railways,Municipal Corporation,17.58,24,2019-08-17,0.952,0.755,0.693,0.251,9.0,High
PRJ0626,Power,NHAI,53.86,18,2019-04-29,1.077,0.749,0.626,0.321,8.2,High
PRJ0627,Roads & Highways,Indian Railways,26.7,12,2021-05-04,0.311,0.197,0.194,0.145,2.0,Medium
PRJ0628,Power,Indian Railways,60.8,60,2020-01-07,1.262,0.772,0.565,0.355,41.2,High
PRJ0629,Railways,NHAI,33.48,18,2022-11-27,0.506,0.317,0.333,0.202,6.3,Medium
PRJ0630,Railways,NHAI,34.88,60,2023-07-26,0.31,0.195,0.154,0.263,15.5,Medium
PRJ0631,Railways,NTPC,77.67,24,2020-08-28,0.871,0.864,0.815,0.214,2.4,Medium
PRJ0632,Railways,Municipal Corporation,126.14,36,2020-07-25,0.832,0.597,0.472,0.327,14.4,High
PRJ0633,Roads & Highways,CPWD,10.65,36,2019-12-08,1.201,0.776,0.722,0.285,17.6,High
PRJ0634,Urban Infrastructure,NHAI,22.97,12,2023-05-06,0.386,0.34,0.348,0.075,0.0,Low
PRJ0635,Power,NHAI,111.09,48,2021-06-22,0.781,0.575,0.547,0.243,12.6,Medium
PRJ0636,Roads & Highways,CPWD,21.66,18,2020-11-22,1.24,1.115,0.887,0.156,5.3,Medium
PRJ0637,Irrigation,NTPC,164.05,24,2020-10-20,1.188,0.961,0.712,0.434,12.0,High
PRJ0638,Urban Infrastructure,NTPC,16.67,18,2019-06-06,0.966,0.602,0.563,0.307,7.6,High
PRJ0639,Roads & Highways,State PWD,12.45,18,2021-08-02,1.017,0.927,0.898,0.095,2.4,Low
PRJ0640,Railways,NTPC,29.09,48,2021-09-15,1.323,1.295,0.938,0.394,19.5,High
PRJ0641,Irrigation,NHAI,351.96,18,2021-12-19,1.067,0.679,0.593,0.305,10.2,High
PRJ0642,Roads & Highways,Indian Railways,19.23,24,2019-12-23,0.782,0.597,0.507,0.184,10.4,High
PRJ0643,Railways,State PWD,107.04,24,2020-09-16,1.121,1.073,1.036,0.136,6.5,Medium
PRJ0644,Railways,NHAI,22.19,12,2020-09-14,1.188,0.83,0.6,0.265,8.3,High
PRJ0645,Railways,Indian Railways,558.84,18,2023-04-05,0.64,0.562,0.397,0.371,3.6,Medium
PRJ0646,Power,NTPC,13.61,12,2022-11-23,0.54,0.47,0.461,0.253,2.6,Medium
PRJ0647,Power,NHAI,187.34,18,2021-10-25,1.12,0.842,0.678,0.272,10.2,High
PRJ0648,Roads & Highways,Municipal Corporation,45.33,24,2022-04-05,1.294,0.827,0.646,0.294,14.6,High
PRJ0649,Power,NHAI,92.14,18,2021-04-23,0.95,0.907,0.917,0.137,4.5,Medium
PRJ0650,Irrigation,State PWD,81.72,60,2022-12-24,0.806,0.555,0.57,0.186,17.3,Medium
PRJ0651,Urban Infrastructure,State PWD,179.94,24,2023-11-26,1.047,0.659,0.691,0.236,6.1,Medium
PRJ0652,Roads & Highways,Municipal Corporation,25.35,24,2023-02-15,0.93,0.929,0.744,0.093,4.2,Medium
PRJ0653,Irrigation,Indian Railways,37.27,12,2023-04-16,1.0,0.666,0.566,0.314,7.0,High
PRJ0654,Irrigation,Indian Railways,20.33,24,2019-09-06,0.769,0.631,0.574,0.179,4.1,Medium
PRJ0655,Roads & Highways,Indian Railways,85.52,24,2023-01-26,0.634,0.481,0.39,0.176,3.3,Medium
PRJ0656,Irrigation,NTPC,40.35,12,2019-06-27,0.938,0.798,0.661,0.31,4.3,High
PRJ0657,Roads & Highways,NHAI,7.22,18,2022-10-25,0.357,0.216,0.212,0.077,1.5,Low
PRJ0658,Urban Infrastructure,Municipal Corporation,50.67,60,2023-03-28,1.081,0.857,0.756,0.222,19.0,Medium
PRJ0659,Railways,Indian Railways,126.26,24,2020-08-04,1.329,0.99,0.828,0.308,13.1,High
PRJ0660,Power,Municipal Corporation,24.81,24,2021-11-30,1.091,0.98,0.862,0.26,6.2,Medium
PRJ0661,Urban Infrastructure,State PWD,25.3,18,2023-08-04,1.299,1.186,0.838,0.228,9.5,High
PRJ0662,Roads & Highways,NTPC,10.76,36,2019-05-10,1.3,1.278,0.929,0.08,13.2,Medium
PRJ0663,Irrigation,NHAI,76.41,60,2021-06-24,0.391,0.332,0.272,0.142,12.1,Medium
PRJ0664,Railways,CPWD,186.87,18,2022-10-15,0.592,0.537,0.415,0.243,1.9,Medium
PRJ0665,Railways,NTPC,51.02,36,2021-07-08,0.825,0.77,0.743,0.272,5.4,Medium
PRJ0666,Railways,Indian Railways,52.08,18,2021-01-29,0.553,0.376,0.268,0.196,7.6,High
PRJ0667,Roads & Highways,Municipal Corporation,86.52,24,2021-01-18,1.376,0.936,0.726,0.278,12.5,High
PRJ0668,Urban Infrastructure,NTPC,30.11,24,2019-06-27,1.193,1.129,0.859,0.29,9.1,High
PRJ0669,Urban Infrastructure,Municipal Corporation,160.79,48,2022-03-23,0.863,0.572,0.411,0.197,19.8,High
PRJ0670,Urban Infrastructure,State PWD,50.31,24,2022-09-24,0.636,0.533,0.473,0.183,4.3,Medium
PRJ0671,Irrigation,CPWD,45.29,24,2019-01-13,1.201,0.894,0.795,0.353,12.3,High
PRJ0672,Power,NHAI,170.68,24,2020-12-20,1.349,1.156,0.93,0.359,8.8,High
PRJ0673,Urban Infrastructure,Indian Railways,27.42,24,2021-09-10,0.78,0.701,0.694,0.134,3.6,Medium
PRJ0674,Roads & Highways,CPWD,11.94,18,2021-04-30,1.265,0.779,0.765,0.257,7.7,High
PRJ0675,Irrigation,NHAI,42.53,60,2021-11-09,1.034,0.997,0.819,0.215,16.4,Medium
PRJ0676,Power,NTPC,61.67,48,2022-10-12,0.686,0.515,0.456,0.186,12.7,Medium
PRJ0677,Railways,NHAI,21.29,24,2023-04-08,0.565,0.357,0.294,0.221,8.7,Medium
PRJ0678,Roads & Highways,Indian Railways,323.76,60,2022-11-27,0.964,0.769,0.549,0.247,23.5,High
PRJ0679,Urban Infrastructure,NTPC,14.07,24,2021-11-22,0.79,0.738,0.585,0.202,8.2,Medium
PRJ0680,Urban Infrastructure,NHAI,4.28,36,2020-12-11,1.011,0.667,0.685,0.255,10.8,Medium
PRJ0681,Roads & Highways,CPWD,50.91,48,2021-08-07,1.323,1.05,0.915,0.12,18.7,Medium
PRJ0682,Roads & Highways,Indian Railways,40.85,60,2023-08-25,0.872,0.76,0.739,0.135,8.3,Medium
PRJ0683,Power,Indian Railways,63.78,24,2019-01-25,0.321,0.318,0.247,0.177,3.7,Medium
PRJ0684,Urban Infrastructure,State PWD,56.14,24,2022-03-12,0.32,0.276,0.253,0.1,2.6,Low
PRJ0685,Urban Infrastructure,NHAI,69.89,12,2020-10-04,0.952,0.889,0.636,0.218,4.5,Medium
PRJ0686,Urban Infrastructure,State PWD,40.27,60,2023-11-29,0.51,0.37,0.322,0.173,16.3,Medium
PRJ0687,Irrigation,Municipal Corporation,86.54,24,2019-12-11,0.869,0.837,0.821,0.2,3.9,Medium
PRJ0688,Urban Infrastructure,State PWD,34.61,12,2021-08-19,1.267,0.968,0.841,0.205,4.4,Medium
PRJ0689,Railways,NTPC,77.56,24,2021-08-06,1.14,0.687,0.701,0.315,12.7,High
PRJ0690,Power,NHAI,123.48,24,2021-10-25,0.351,0.298,0.274,0.195,5.5,Medium
PRJ0691,Irrigation,NHAI,172.71,18,2020-05-19,1.203,1.003,0.88,0.21,8.4,High
PRJ0692,Roads & Highways,State PWD,20.25,36,2019-05-07,1.251,1.001,0.854,0.261,15.5,High
PRJ0693,Power,CPWD,22.24,60,2023-01-12,0.681,0.629,0.518,0.242,13.2,Medium
PRJ0694,Urban Infrastructure,Indian Railways,525.5,18,2023-11-02,0.448,0.325,0.283,0.118,0.7,Low
PRJ0695,Railways,NHAI,33.79,60,2019-07-23,1.133,1.023,1.006,0.187,13.2,Medium
PRJ0696,Irrigation,NTPC,98.13,24,2020-04-22,1.108,0.946,0.952,0.214,2.9,Medium
PRJ0697,Power,Municipal Corporation,43.29,18,2020-04-25,0.86,0.567,0.518,0.315,9.4,High
PRJ0698,Urban Infrastructure,NTPC,97.16,24,2023-10-19,0.783,0.639,0.664,0.18,3.3,Medium
PRJ0699,Railways,Municipal Corporation,6.82,24,2019-05-12,1.141,0.815,0.823,0.303,7.7,High
PRJ0700,Railways,NHAI,36.66,24,2023-01-14,1.296,0.84,0.744,0.368,14.2,High
PRJ0701,Railways,NHAI,81.28,60,2020-04-22,1.294,0.943,0.842,0.325,28.6,High
PRJ0702,Power,NTPC,362.99,18,2022-04-20,0.3,0.277,0.202,0.225,1.5,Medium
PRJ0703,Railways,State PWD,68.74,24,2022-10-06,1.392,1.202,0.863,0.298,15.1,High
PRJ0704,Roads & Highways,NHAI,61.64,60,2023-09-06,0.91,0.67,0.695,0.11,13.8,Medium
PRJ0705,Roads & Highways,Indian Railways,4.5,36,2019-08-21,0.773,0.549,0.555,0.125,7.5,Medium
PRJ0706,Urban Infrastructure,NHAI,139.56,12,2023-10-07,0.879,0.634,0.524,0.222,3.8,Medium
PRJ0707,Roads & Highways,NHAI,68.41,24,2022-06-19,0.375,0.254,0.197,0.057,3.6,Low
PRJ0708,Roads & Highways,NTPC,105.78,60,2021-07-22,0.688,0.477,0.342,0.23,18.0,Medium
PRJ0709,Power,Municipal Corporation,316.8,24,2021-07-11,0.595,0.465,0.402,0.219,6.7,Medium
PRJ0710,Irrigation,CPWD,63.65,12,2021-06-12,0.899,0.6,0.58,0.267,4.1,High
PRJ0711,Urban Infrastructure,NHAI,15.59,18,2022-08-10,0.47,0.442,0.389,0.203,2.9,Medium
PRJ0712,Railways,Municipal Corporation,26.87,18,2021-01-30,0.628,0.443,0.335,0.193,5.4,Medium
PRJ0713,Roads & Highways,NTPC,13.81,60,2021-10-07,1.056,0.771,0.565,0.192,29.7,High
PRJ0714,Irrigation,CPWD,19.28,24,2021-10-04,1.113,1.029,0.767,0.297,7.1,Medium
PRJ0715,Urban Infrastructure,CPWD,8.25,18,2022-04-20,1.368,0.917,0.833,0.175,6.7,Medium
PRJ0716,Urban Infrastructure,NHAI,5.28,48,2021-05-23,0.898,0.648,0.495,0.214,18.1,Medium
PRJ0717,Irrigation,Municipal Corporation,11.94,24,2020-10-23,0.411,0.297,0.277,0.106,3.4,Medium
PRJ0718,Power,State PWD,157.06,24,2023-01-11,1.227,0.992,0.993,0.245,7.3,Medium
PRJ0719,Roads & Highways,CPWD,102.55,36,2019-10-30,1.217,0.825,0.835,0.219,15.9,High
PRJ0720,Power,NHAI,33.0,12,2020-06-07,1.382,1.3,1.056,0.215,4.6,Medium
PRJ0721,Urban Infrastructure,NHAI,183.23,36,2022-01-10,0.668,0.619,0.442,0.174,9.1,Medium
PRJ0722,Roads & Highways,State PWD,181.45,48,2019-09-10,0.899,0.542,0.397,0.243,21.9,High
PRJ0723,Power,State PWD,343.26,24,2023-09-27,0.959,0.885,0.654,0.25,5.9,Medium
PRJ0724,Urban Infrastructure,Indian Railways,17.39,18,2021-12-22,0.854,0.809,0.836,0.117,0.0,Low
PRJ0725,Irrigation,NHAI,143.52,18,2022-05-11,0.579,0.552,0.495,0.176,2.4,Medium
PRJ0726,Irrigation,Indian Railways,27.1,36,2023-01-17,0.614,0.427,0.417,0.207,8.9,Medium
PRJ0727,Roads & Highways,Indian Railways,344.05,24,2022-01-07,0.944,0.773,0.714,0.228,5.2,Medium
PRJ0728,Power,NHAI,43.69,18,2021-06-19,1.224,1.078,1.052,0.147,1.8,Medium
PRJ0729,Roads & Highways,NHAI,63.45,18,2019-03-26,1.157,0.811,0.804,0.182,6.5,Medium
PRJ0730,Railways,Municipal Corporation,62.14,48,2021-08-13,0.581,0.505,0.45,0.246,8.9,Medium
PRJ0731,Power,State PWD,79.18,24,2023-05-29,1.312,0.816,0.806,0.263,12.1,High
PRJ0732,Urban Infrastructure,CPWD,36.01,36,2020-06-20,0.753,0.519,0.533,0.278,8.5,Medium
PRJ0733,Roads & Highways,NTPC,60.56,36,2021-01-21,1.104,0.893,0.648,0.154,15.8,Medium
PRJ0734,Power,Indian Railways,35.4,60,2023-05-16,1.191,0.893,0.698,0.236,31.6,High
PRJ0735,Power,Indian Railways,26.02,60,2023-02-22,1.232,1.12,1.129,0.233,11.9,Medium
PRJ0736,Irrigation,NHAI,217.32,48,2021-05-01,0.343,0.293,0.211,0.265,8.9,Medium
PRJ0737,Urban Infrastructure,NHAI,21.32,36,2020-11-02,0.46,0.351,0.259,0.219,7.5,Medium
PRJ0738,Railways,CPWD,60.17,60,2022-04-16,0.348,0.254,0.234,0.122,12.2,Medium
PRJ0739,Railways,State PWD,94.89,24,2019-12-27,0.652,0.545,0.395,0.218,8.8,Medium
PRJ0740,Roads & Highways,Municipal Corporation,121.65,36,2022-04-19,0.825,0.707,0.504,0.249,12.1,Medium
PRJ0741,Roads & Highways,CPWD,12.43,36,2022-06-01,1.258,0.927,0.899,0.129,13.9,Medium
PRJ0742,Power,Indian Railways,65.08,24,2021-11-06,1.124,1.108,0.804,0.359,9.6,High
PRJ0743,Power,State PWD,7.76,18,2022-01-22,1.091,0.903,0.866,0.208,3.6,Medium
PRJ0744,Power,NTPC,69.82,48,2023-06-04,0.591,0.523,0.384,0.219,12.2,Medium
PRJ0745,Urban Infrastructure,Municipal Corporation,37.0,12,2020-08-11,0.781,0.556,0.502,0.176,2.3,Medium
PRJ0746,Irrigation,State PWD,87.89,12,2021-01-03,0.495,0.319,0.286,0.314,2.4,Medium
PRJ0747,Power,NTPC,31.46,60,2020-11-24,0.676,0.642,0.576,0.205,13.7,Medium
